OBJECTID,GEOID,NAME,C16001_001E,C16001_002E,C16001_003E,C16001_004E,C16001_005E,C16001_006E,C16001_007E,C16001_008E,C16001_009E,C16001_010E,C16001_011E,C16001_012E,C16001_013E,C16001_014E,C16001_015E,C16001_016E,C16001_017E,C16001_018E,C16001_019E,C16001_020E,C16001_021E,C16001_022E,C16001_023E,C16001_024E,C16001_025E,C16001_026E,C16001_027E,C16001_028E,C16001_029E,C16001_030E,C16001_031E,C16001_032E,C16001_033E,C16001_034E,C16001_035E,C16001_036E,C16001_037E,C16001_038E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
845,53033032002,"Census Tract 320.02, King County, Washington",2856,2586,254,33,221,9,9,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,320.02
846,53033032003,"Census Tract 320.03, King County, Washington",4622,4483,74,53,21,22,22,0,10,10,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,320.03
847,53033032005,"Census Tract 320.05, King County, Washington",6176,5115,553,288,265,17,17,0,14,14,0,0,0,0,0,0,0,0,0,0,18,18,0,277,124,153,97,47,50,85,59,26,0,0,0,0,0,0,5Y10,King County Balance,,,,,320.05
848,53033032006,"Census Tract 320.06, King County, Washington",4135,4042,31,31,0,0,0,0,10,10,0,31,9,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,320.06
849,53033032007,"Census Tract 320.07, King County, Washington",3011,2866,56,56,0,0,0,0,0,0,0,9,9,0,0,0,0,47,0,47,0,0,0,0,0,0,0,0,0,33,16,17,0,0,0,0,0,0,5Y10,King County Balance,,,,,320.07
850,53033032008,"Census Tract 320.08, King County, Washington",3699,3210,346,138,208,12,12,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,77,37,40,0,0,0,10,10,0,5Y10,King County Balance,,,,,320.08
851,53033032010,"Census Tract 320.10, King County, Washington",4448,4079,139,91,48,0,0,0,0,0,0,0,0,0,81,81,0,63,31,32,16,16,0,46,46,0,24,24,0,0,0,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,320.1
852,53033032011,"Census Tract 320.11, King County, Washington",3472,3221,155,106,49,14,14,0,0,0,0,60,36,24,0,0,0,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5Y10,King County Balance,,,,,320.11
853,53033032102,"Census Tract 321.02, King County, Washington",4421,4103,55,39,16,0,0,0,66,38,28,41,12,29,82,63,19,0,0,0,42,20,22,23,0,23,9,9,0,0,0,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,321.02
854,53033032103,"Census Tract 321.03, King County, Washington",3882,3047,499,190,309,14,14,0,113,113,0,66,13,53,33,23,10,0,0,0,56,11,45,13,13,0,0,0,0,41,12,29,0,0,0,0,0,0,5Y10,King County Balance,,,,,321.03
855,53033032104,"Census Tract 321.04, King County, Washington",5721,4606,295,100,195,32,0,32,7,0,7,128,128,0,38,25,13,21,21,0,171,73,98,0,0,0,87,87,0,195,95,100,141,106,35,0,0,0,5Y10,King County Balance,,,,,321.04
856,53033032203,"Census Tract 322.03, King County, Washington",5637,4165,120,54,66,72,36,36,0,0,0,203,160,43,531,381,150,48,30,18,162,116,46,0,0,0,0,0,0,300,262,38,16,16,0,20,20,0,5Y10,King County Balance,,,,,322.03
857,53033032207,"Census Tract 322.07, King County, Washington",3068,2587,32,21,11,14,0,14,29,10,19,28,0,28,141,116,25,31,12,19,52,52,0,25,13,12,0,0,0,101,101,0,28,28,0,0,0,0,5Y10,King County Balance,,,,,322.07
858,53033032208,"Census Tract 322.08, King County, Washington",6955,5844,164,80,84,42,42,0,32,15,17,74,13,61,355,298,57,12,0,12,78,0,78,0,0,0,30,30,0,254,128,126,56,56,0,14,14,0,5Y10,King County Balance,,,,,322.08
859,53033032210,"Census Tract 322.10, King County, Washington",7111,5131,101,90,11,114,104,10,8,8,0,200,60,140,196,177,19,400,156,244,477,254,223,13,13,0,46,46,0,376,215,161,0,0,0,49,49,0,5Y10,King County Balance,,,,,322.1
860,53033032211,"Census Tract 322.11, King County, Washington",4602,3473,162,124,38,0,0,0,68,68,0,8,0,8,147,117,30,42,32,10,429,205,224,51,41,10,18,18,0,193,86,107,0,0,0,11,11,0,5Y10,King County Balance,,,,,322.11
861,53033032212,"Census Tract 322.12, King County, Washington",7746,6065,118,83,35,13,0,13,13,0,13,69,30,39,249,230,19,150,19,131,703,312,391,39,29,10,24,24,0,291,105,186,0,0,0,12,12,0,5Y10,King County Balance,,,,,322.12
862,53033032213,"Census Tract 322.13, King County, Washington",4109,3506,74,51,23,0,0,0,27,27,0,27,27,0,90,52,38,41,0,41,204,131,73,24,24,0,0,0,0,116,62,54,0,0,0,0,0,0,5Y10,King County Balance,,,,,322.13
863,53033032214,"Census Tract 322.14, King County, Washington",5360,3324,43,43,0,38,38,0,14,14,0,101,11,90,409,371,38,207,81,126,917,542,375,0,0,0,0,0,0,287,239,48,0,0,0,20,20,0,5Y10,King County Balance,,,,,322.14
864,53033032215,"Census Tract 322.15, King County, Washington",3613,2743,96,96,0,12,12,0,7,7,0,8,8,0,275,193,82,62,43,19,190,130,60,0,0,0,51,39,12,160,136,24,0,0,0,9,9,0,5Y10,King County Balance,,,,,322.15
865,53033032307,"Census Tract 323.07, King County, Washington",5679,5270,78,31,47,21,21,0,25,25,0,20,0,20,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,150,113,37,12,12,0,0,0,0,5Y10,King County Balance,,,,,323.07
866,53033032309,"Census Tract 323.09, King County, Washington",3794,2160,247,179,68,0,0,0,31,31,0,74,54,20,407,333,74,105,105,0,288,170,118,24,24,0,0,0,0,411,172,239,29,29,0,18,18,0,5Y10,King County Balance,,,,,323.09
867,53033032311,"Census Tract 323.11, King County, Washington",5687,5120,113,37,76,44,44,0,37,0,37,125,94,31,11,11,0,109,109,0,42,29,13,0,0,0,0,0,0,60,31,29,0,0,0,26,26,0,5Y10,King County Balance,,,,,323.11
868,53033032313,"Census Tract 323.13, King County, Washington",5491,3045,549,355,194,0,0,0,13,13,0,272,172,100,554,508,46,114,49,65,220,143,77,0,0,0,0,0,0,643,506,137,68,26,42,13,13,0,5Y10,King County Balance,,,,,323.13
869,53033032315,"Census Tract 323.15, King County, Washington",4881,4296,132,118,14,40,29,11,128,119,9,71,39,32,103,103,0,0,0,0,87,64,23,0,0,0,15,15,0,9,9,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,323.15
870,53033032316,"Census Tract 323.16, King County, Washington",4874,3755,105,76,29,72,72,0,24,24,0,227,179,48,155,125,30,25,25,0,293,236,57,25,25,0,9,0,9,154,110,44,0,0,0,30,22,8,5Y10,King County Balance,,,,,323.16
871,53033032317,"Census Tract 323.17, King County, Washington",5327,3818,58,48,10,9,9,0,104,72,32,60,24,36,719,696,23,109,91,18,281,181,100,0,0,0,11,11,0,80,70,10,0,0,0,78,78,0,5Y10,King County Balance,,,,,323.17
872,53033032318,"Census Tract 323.18, King County, Washington",4864,3723,177,161,16,31,31,0,71,42,29,17,4,13,273,253,20,0,0,0,318,99,219,42,26,16,9,9,0,121,121,0,82,37,45,0,0,0,5Y10,King County Balance,,,,,323.18
873,53033032319,"Census Tract 323.19, King County, Washington",4281,3512,588,307,281,31,31,0,0,0,0,19,19,0,0,0,0,0,0,0,51,29,22,0,0,0,36,0,36,44,36,8,0,0,0,0,0,0,5Y10,King County Balance,,,,,323.19
874,53033032320,"Census Tract 323.20, King County, Washington",3696,3489,62,35,27,21,7,14,0,0,0,0,0,0,42,42,0,0,0,0,26,26,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,323.2
875,53033032321,"Census Tract 323.21, King County, Washington",4176,3188,137,122,15,67,56,11,0,0,0,9,9,0,241,227,14,11,11,0,211,164,47,11,0,11,0,0,0,261,217,44,27,27,0,13,13,0,5Y10,King County Balance,,,,,323.21
876,53033032322,"Census Tract 323.22, King County, Washington",3226,2602,28,28,0,9,9,0,55,55,0,0,0,0,22,22,0,0,0,0,52,34,18,130,59,71,17,17,0,256,221,35,0,0,0,55,55,0,5Y10,King County Balance,,,,,323.22
877,53033032323,"Census Tract 323.23, King County, Washington",4893,3747,81,44,37,50,18,32,61,61,0,64,39,25,239,199,40,37,14,23,278,172,106,61,30,31,0,0,0,213,110,103,53,29,24,9,0,9,5Y10,King County Balance,,,,,323.23
878,53033032324,"Census Tract 323.24, King County, Washington",4628,3245,443,275,168,127,117,10,10,10,0,20,20,0,306,284,22,0,0,0,183,134,49,42,29,13,57,29,28,151,132,19,9,9,0,35,35,0,5Y10,King County Balance,,,,,323.24
879,53033032325,"Census Tract 323.25, King County, Washington",5252,3574,563,378,185,42,32,10,67,58,9,78,30,48,257,148,109,51,40,11,317,242,75,0,0,0,28,15,13,183,153,30,59,25,34,33,22,11,5Y10,King County Balance,,,,,323.25
880,53033032326,"Census Tract 323.26, King County, Washington",3446,3033,245,245,0,0,0,0,49,49,0,8,8,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,323.26
881,53033032327,"Census Tract 323.27, King County, Washington",3294,2972,65,56,9,24,0,24,33,33,0,8,0,8,39,39,0,0,0,0,59,49,10,0,0,0,0,0,0,38,13,25,56,56,0,0,0,0,5Y10,King County Balance,,,,,323.27
882,53033032328,"Census Tract 323.28, King County, Washington",2966,2635,21,0,21,12,12,0,21,21,0,105,78,27,114,67,47,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,323.28
883,53033032329,"Census Tract 323.29, King County, Washington",5650,3522,192,151,41,0,0,0,21,21,0,413,348,65,390,364,26,116,72,44,249,127,122,15,15,0,49,49,0,660,481,179,0,0,0,23,23,0,5Y10,King County Balance,,,,,323.29
884,53033032401,"Census Tract 324.01, King County, Washington",5217,4554,393,89,304,46,37,9,28,19,9,0,0,0,36,36,0,11,0,11,0,0,0,0,0,0,0,0,0,133,81,52,16,16,0,0,0,0,5Y10,King County Balance,,,,,324.01
885,53033032402,"Census Tract 324.02, King County, Washington",5044,4545,171,110,61,64,40,24,36,24,12,7,7,0,13,13,0,84,45,39,0,0,0,0,0,0,0,0,0,124,102,22,0,0,0,0,0,0,5Y10,King County Balance,,,,,324.02
886,53033032500,"Census Tract 325, King County, Washington",4562,4198,168,94,74,9,9,0,5,5,0,4,0,4,50,50,0,8,0,8,15,15,0,24,24,0,8,0,8,31,11,20,0,0,0,42,30,12,5Y10,King County Balance,,,,,325
887,53033032601,"Census Tract 326.01, King County, Washington",2921,2607,233,78,155,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,27,27,0,24,24,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,326.01
888,53033032602,"Census Tract 326.02, King County, Washington",8558,7522,298,224,74,40,40,0,0,0,0,29,10,19,204,157,47,98,19,79,125,101,24,41,41,0,47,47,0,126,78,48,9,9,0,19,19,0,5Y10,King County Balance,,,,,326.02
889,53033032702,"Census Tract 327.02, King County, Washington",5702,5417,28,18,10,10,0,10,47,47,0,77,45,32,30,15,15,17,0,17,26,17,9,0,0,0,0,0,0,50,38,12,0,0,0,0,0,0,5Y10,King County Balance,,,,,327.02
890,53033032703,"Census Tract 327.03, King County, Washington",1780,1474,269,76,193,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,10,0,0,0,0,0,0,5Y10,King County Balance,,,,,327.03
891,53033032704,"Census Tract 327.04, King County, Washington",5566,5367,67,57,10,14,14,0,38,21,17,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,327.04
892,53033032800,"Census Tract 328, King County, Washington",2302,2191,65,50,15,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,328
893,53033000100,"Census Tract 1, King County, Washington",6490,4084,714,575,139,0,0,0,0,0,0,248,127,121,257,155,102,0,0,0,70,50,20,100,52,48,160,100,60,143,111,32,306,180,126,408,178,230,5Y15,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",1
894,53033000200,"Census Tract 2, King County, Washington",7681,5281,366,291,75,51,51,0,17,17,0,74,34,40,103,54,49,266,73,193,475,224,251,78,41,37,228,164,64,391,36,355,40,18,22,311,91,220,5Y15,Seattle,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2
895,53033000300,"Census Tract 3, King County, Washington",2501,2061,126,101,25,5,5,0,15,7,8,15,15,0,24,9,15,0,0,0,63,34,29,0,0,0,16,0,16,105,62,43,33,28,5,38,22,16,5Y15,Seattle,9.5,9,Haller Lake,"Haller Lake, Pinehurst",3
896,53033000401,"Census Tract 4.01, King County, Washington",5557,4003,132,86,46,108,47,61,37,29,8,9,0,9,112,78,34,106,41,65,77,66,11,33,0,33,65,65,0,403,241,162,55,12,43,417,205,212,5Y15,Seattle,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.01
897,53033000402,"Census Tract 4.02, King County, Washington",4838,4203,173,124,49,21,21,0,50,50,0,61,48,13,62,23,39,4,0,4,39,27,12,0,0,0,82,37,45,22,22,0,0,0,0,121,121,0,5Y15,Seattle,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.02
898,53033000500,"Census Tract 5, King County, Washington",2880,2575,67,46,21,1,1,0,14,14,0,2,2,0,39,32,7,18,9,9,32,28,4,75,0,75,6,2,4,32,25,7,0,0,0,19,19,0,5Y15,Seattle,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5
899,53033000600,"Census Tract 6, King County, Washington",7179,5173,599,196,403,43,43,0,17,17,0,270,257,13,106,96,10,19,19,0,453,200,253,156,74,82,36,36,0,241,36,205,0,0,0,66,31,35,5Y15,Seattle,9.5,9,Haller Lake,"Haller Lake, Pinehurst",6
900,53033000700,"Census Tract 7, King County, Washington",4562,3172,268,179,89,0,0,0,0,0,0,86,32,54,0,0,0,19,19,0,168,94,74,91,48,43,178,109,69,272,168,104,0,0,0,308,209,99,5Y15,Seattle,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",7
901,53033000800,"Census Tract 8, King County, Washington",2324,2010,23,23,0,13,13,0,28,28,0,29,21,8,9,0,9,16,8,8,86,47,39,59,22,37,23,5,18,0,0,0,25,25,0,3,3,0,5Y15,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8
902,53033000900,"Census Tract 9, King County, Washington",1860,1606,45,39,6,17,11,6,18,11,7,18,16,2,65,50,15,0,0,0,19,9,10,30,17,13,2,2,0,30,30,0,0,0,0,10,10,0,5Y15,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",9
903,53033001000,"Census Tract 10, King County, Washington",1963,1442,98,84,14,37,17,20,0,0,0,21,21,0,21,4,17,10,0,10,147,132,15,0,0,0,13,0,13,13,13,0,0,0,0,161,35,126,5Y15,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",10
904,53033001100,"Census Tract 11, King County, Washington",2484,1944,52,52,0,16,0,16,0,0,0,10,10,0,84,76,8,0,0,0,67,59,8,47,0,47,64,57,7,39,29,10,0,0,0,161,79,82,5Y15,Seattle,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",11
905,53033001200,"Census Tract 12, King County, Washington",6176,4082,546,320,226,0,0,0,14,14,0,104,13,91,323,155,168,126,61,65,195,195,0,45,16,29,2,2,0,139,34,105,446,0,446,154,83,71,5Y15,Seattle,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",12
906,53033001300,"Census Tract 13, King County, Washington",4150,3159,315,221,94,14,14,0,22,22,0,43,0,43,123,24,99,90,12,78,91,44,47,132,17,115,0,0,0,54,53,1,0,0,0,107,0,107,5Y15,Seattle,9.2,9,Licton Springs,Licton Springs,13
907,53033001400,"Census Tract 14, King County, Washington",5149,4427,374,281,93,0,0,0,44,44,0,44,31,13,46,30,16,0,0,0,72,55,17,0,0,0,0,0,0,97,48,49,45,0,45,0,0,0,5Y15,Seattle,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",14
908,53033001500,"Census Tract 15, King County, Washington",2301,2128,14,14,0,15,15,0,39,39,0,36,16,20,38,38,0,13,6,7,0,0,0,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",15
909,53033001600,"Census Tract 16, King County, Washington",3850,3429,157,121,36,27,14,13,27,27,0,9,9,0,55,55,0,0,0,0,0,0,0,0,0,0,107,95,12,23,23,0,0,0,0,16,8,8,5Y15,Seattle,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",16
910,53033001701,"Census Tract 17.01, King County, Washington",3769,3179,138,107,31,72,72,0,9,9,0,0,0,0,93,56,37,0,0,0,142,38,104,0,0,0,100,65,35,27,27,0,0,0,0,9,9,0,5Y15,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.01
911,53033001702,"Census Tract 17.02, King County, Washington",4173,3405,268,171,97,13,13,0,7,7,0,95,61,34,68,55,13,0,0,0,165,93,72,13,13,0,47,15,32,57,34,23,14,14,0,21,21,0,5Y15,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.02
912,53033001800,"Census Tract 18, King County, Washington",4877,3766,482,266,216,0,0,0,8,0,8,57,41,16,49,49,0,5,5,0,149,49,100,37,14,23,38,0,38,277,142,135,0,0,0,9,9,0,5Y15,Seattle,9.2,9,Licton Springs,Licton Springs,18
913,53033001900,"Census Tract 19, King County, Washington",4604,3486,257,174,83,37,37,0,43,43,0,30,30,0,104,104,0,41,41,0,228,115,113,31,17,14,19,10,9,217,104,113,8,0,8,103,48,55,5Y15,Seattle,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",19
914,53033002000,"Census Tract 20, King County, Washington",3351,2968,37,37,0,26,26,0,10,10,0,29,27,2,140,113,27,0,0,0,53,36,17,22,13,9,20,17,3,46,46,0,0,0,0,0,0,0,5Y15,Seattle,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",20
915,53033002100,"Census Tract 21, King County, Washington",3900,2978,96,28,68,37,37,0,20,8,12,112,42,70,52,52,0,0,0,0,235,148,87,62,8,54,111,111,0,114,71,43,33,33,0,50,12,38,5Y15,Seattle,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",21
916,53033002200,"Census Tract 22, King County, Washington",5334,4629,182,118,64,59,59,0,11,11,0,0,0,0,80,80,0,66,32,34,67,35,32,9,9,0,13,13,0,187,138,49,0,0,0,31,31,0,5Y15,Seattle,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",22
917,53033002400,"Census Tract 24, King County, Washington",2887,2532,60,60,0,63,52,11,7,7,0,8,8,0,15,15,0,0,0,0,109,60,49,21,0,21,23,23,0,29,22,7,0,0,0,20,20,0,5Y15,Seattle,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",24
918,53033002500,"Census Tract 25, King County, Washington",2751,2497,58,58,0,9,9,0,0,0,0,96,64,32,42,42,0,19,10,9,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,5Y15,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",25
919,53033002600,"Census Tract 26, King County, Washington",4685,4035,94,86,8,35,35,0,56,56,0,27,27,0,93,93,0,7,7,0,58,58,0,47,31,16,13,13,0,202,149,53,8,8,0,10,1,9,5Y15,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",26
920,53033002700,"Census Tract 27, King County, Washington",5494,4648,153,62,91,36,25,11,98,68,30,0,0,0,66,65,1,223,122,101,202,163,39,0,0,0,21,0,21,28,28,0,19,19,0,0,0,0,5Y15,Seattle,9.4,9,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",27
921,53033002800,"Census Tract 28, King County, Washington",4344,4045,29,22,7,0,0,0,28,28,0,21,21,0,11,0,11,0,0,0,0,0,0,13,13,0,0,0,0,44,27,17,80,62,18,73,37,36,5Y15,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",28
922,53033002900,"Census Tract 29, King County, Washington",4081,3693,59,59,0,66,66,0,44,44,0,19,19,0,49,49,0,53,53,0,38,9,29,0,0,0,15,15,0,25,0,25,20,20,0,0,0,0,5Y15,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",29
923,53033003000,"Census Tract 30, King County, Washington",5183,4656,230,230,0,52,52,0,69,69,0,0,0,0,43,30,13,0,0,0,49,49,0,15,15,0,28,1,27,8,0,8,0,0,0,33,0,33,5Y15,Seattle,10.2,10,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",30
924,53033003100,"Census Tract 31, King County, Washington",5737,5243,125,108,17,26,26,0,27,27,0,61,15,46,143,96,47,0,0,0,15,15,0,0,0,0,1,0,1,96,80,16,0,0,0,0,0,0,5Y15,Seattle,10.3,10,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",31
925,53033003200,"Census Tract 32, King County, Washington",7704,6924,195,165,30,65,42,23,82,82,0,65,39,26,211,198,13,0,0,0,115,95,20,0,0,0,0,0,0,32,32,0,0,0,0,15,15,0,5Y15,Seattle,10.3,10,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32
926,53033003300,"Census Tract 33, King County, Washington",6188,5504,154,62,92,0,0,0,44,44,0,24,24,0,81,81,0,0,0,0,137,117,20,53,39,14,59,42,17,85,85,0,28,28,0,19,19,0,5Y15,Seattle,10.2,10,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",33
927,53033003400,"Census Tract 34, King County, Washington",3342,3153,26,26,0,11,11,0,47,27,20,0,0,0,28,28,0,0,0,0,11,11,0,18,9,9,24,11,13,24,24,0,0,0,0,0,0,0,5Y15,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",34
928,53033003500,"Census Tract 35, King County, Washington",3751,3423,63,38,25,39,16,23,19,19,0,0,0,0,83,77,6,19,10,9,77,48,29,10,10,0,0,0,0,6,6,0,9,9,0,3,0,3,5Y15,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",35
929,53033003600,"Census Tract 36, King County, Washington",6005,5068,224,224,0,42,42,0,143,143,0,0,0,0,161,161,0,0,0,0,27,15,12,44,44,0,0,0,0,239,187,52,0,0,0,57,13,44,5Y15,Seattle,9.4,9,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",36
930,53033003800,"Census Tract 38, King County, Washington",1999,1692,49,36,13,28,28,0,11,11,0,0,0,0,43,35,8,56,28,28,82,37,45,0,0,0,0,0,0,5,5,0,4,4,0,29,29,0,5Y15,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",38
931,53033003900,"Census Tract 39, King County, Washington",2753,2210,117,99,18,22,22,0,80,80,0,54,38,16,64,39,25,0,0,0,67,33,34,0,0,0,46,30,16,53,42,11,0,0,0,40,40,0,5Y15,Seattle,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",39
932,53033004000,"Census Tract 40, King County, Washington",2913,2481,105,90,15,0,0,0,8,8,0,14,14,0,76,45,31,18,18,0,112,98,14,18,18,0,23,15,8,0,0,0,36,14,22,22,15,7,5Y15,Seattle,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",40
933,53033004100,"Census Tract 41, King County, Washington",7500,6056,95,70,25,220,192,28,128,111,17,71,27,44,108,94,14,171,140,31,488,313,175,0,0,0,0,0,0,148,50,98,14,14,0,1,1,0,5Y15,Seattle,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",41
934,53033004200,"Census Tract 42, King County, Washington",7546,6559,171,171,0,30,30,0,173,130,43,25,25,0,76,62,14,55,55,0,231,83,148,0,0,0,34,0,34,125,73,52,0,0,0,67,36,31,5Y15,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",42
935,53033004301,"Census Tract 43.01, King County, Washington",3305,2625,76,76,0,57,57,0,31,31,0,18,18,0,120,104,16,40,23,17,248,166,82,0,0,0,23,13,10,26,13,13,18,18,0,23,14,9,5Y15,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.01
936,53033004302,"Census Tract 43.02, King County, Washington",3686,2437,117,106,11,45,36,9,84,84,0,153,58,95,109,65,44,51,19,32,542,240,302,20,20,0,7,7,0,121,103,18,0,0,0,0,0,0,5Y15,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.02
937,53033004400,"Census Tract 44, King County, Washington",6441,5457,225,167,58,76,76,0,64,64,0,0,0,0,114,80,34,93,76,17,257,162,95,88,58,30,48,48,0,0,0,0,16,16,0,3,3,0,5Y15,Seattle,7.2,7,University District,"University District, Cowen Park, Ravenna",44
938,53033004500,"Census Tract 45, King County, Washington",2927,2591,42,42,0,0,0,0,0,0,0,11,11,0,89,76,13,29,8,21,83,73,10,9,9,0,9,9,0,64,64,0,0,0,0,0,0,0,5Y15,Seattle,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",45
939,53033004600,"Census Tract 46, King County, Washington",3275,2758,174,163,11,41,41,0,35,35,0,16,16,0,114,98,16,0,0,0,33,25,8,8,8,0,13,13,0,75,30,45,0,0,0,8,8,0,5Y15,Seattle,9.4,9,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",46
940,53033004700,"Census Tract 47, King County, Washington",7977,6554,237,221,16,63,63,0,30,30,0,299,299,0,365,325,40,167,0,167,39,39,0,0,0,0,0,0,0,97,97,0,0,0,0,126,68,58,5Y15,Seattle,10.4,10,Ballard,"Ballard, West Woodland, Adams",47
941,53033004800,"Census Tract 48, King County, Washington",4590,4104,180,152,28,96,96,0,28,28,0,0,0,0,50,35,15,15,0,15,38,38,0,37,37,0,0,0,0,16,16,0,0,0,0,26,26,0,5Y15,Seattle,11.1,11,Fremont,"Fremont, Wallingford, Northlake",48
