OBJECTID,GEOID,NAME,C16001_001E,C16001_002E,C16001_003E,C16001_004E,C16001_005E,C16001_006E,C16001_007E,C16001_008E,C16001_009E,C16001_010E,C16001_011E,C16001_012E,C16001_013E,C16001_014E,C16001_015E,C16001_016E,C16001_017E,C16001_018E,C16001_019E,C16001_020E,C16001_021E,C16001_022E,C16001_023E,C16001_024E,C16001_025E,C16001_026E,C16001_027E,C16001_028E,C16001_029E,C16001_030E,C16001_031E,C16001_032E,C16001_033E,C16001_034E,C16001_035E,C16001_036E,C16001_037E,C16001_038E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
88,53033006500,"Census Tract 65, King County, Washington",4771,4152,78,63,15,0,0,0,61,61,0,73,73,0,177,177,0,65,40,25,121,110,11,13,0,13,0,0,0,31,31,0,0,0,0,0,0,0,5Y20,Seattle,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",65
89,53033006600,"Census Tract 66, King County, Washington",4349,3769,93,93,0,0,0,0,54,54,0,0,0,0,173,173,0,32,32,0,79,79,0,0,0,0,0,0,0,95,82,13,0,0,0,54,28,26,5Y20,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",66
90,53033006701,"Census Tract 67.01, King County, Washington",2991,1636,98,98,0,0,0,0,36,36,0,23,0,23,631,524,107,0,0,0,298,150,148,0,0,0,0,0,0,227,209,18,17,17,0,25,25,0,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67.01
91,53033006702,"Census Tract 67.02, King County, Washington",2910,2098,64,64,0,31,31,0,0,0,0,152,152,0,171,80,91,0,0,0,254,228,26,0,0,0,49,49,0,91,60,31,0,0,0,0,0,0,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67.02
92,53033006703,"Census Tract 67.03, King County, Washington",3535,3046,165,165,0,54,54,0,17,17,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67.03
93,53033006800,"Census Tract 68, King County, Washington",3182,2700,109,76,33,54,54,0,14,14,0,6,6,0,70,70,0,19,19,0,64,56,8,12,12,0,0,0,0,41,41,0,0,0,0,93,52,41,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",68
94,53033006900,"Census Tract 69, King County, Washington",4860,4228,256,256,0,0,0,0,47,47,0,36,36,0,91,56,35,0,0,0,40,30,10,0,0,0,48,48,0,114,114,0,0,0,0,0,0,0,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",69
95,53033007001,"Census Tract 70.01, King County, Washington",3650,3242,119,119,0,0,0,0,55,21,34,35,27,8,34,34,0,24,24,0,78,78,0,34,0,34,0,0,0,29,29,0,0,0,0,0,0,0,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",70.01
96,53033007002,"Census Tract 70.02, King County, Washington",3425,2877,194,172,22,0,0,0,39,39,0,0,0,0,77,77,0,89,89,0,0,0,0,21,21,0,0,0,0,107,56,51,21,0,21,0,0,0,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",70.02
97,53033007101,"Census Tract 71.01, King County, Washington",2771,2085,97,87,10,0,0,0,33,33,0,33,16,17,294,294,0,67,67,0,97,79,18,18,18,0,0,0,0,44,44,0,0,0,0,3,3,0,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",71.01
98,53033007102,"Census Tract 71.02, King County, Washington",2570,1861,167,57,110,0,0,0,0,0,0,36,36,0,260,260,0,0,0,0,101,82,19,41,41,0,15,15,0,89,89,0,0,0,0,0,0,0,5Y20,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",71.02
99,53033007201,"Census Tract 72.01, King County, Washington",5272,3051,37,37,0,0,0,0,93,93,0,169,23,146,525,472,53,468,310,158,383,76,307,0,0,0,31,31,0,454,358,96,0,0,0,61,61,0,5Y20,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72.01
100,53033007202,"Census Tract 72.02, King County, Washington",3058,2079,73,64,9,100,100,0,0,0,0,44,44,0,232,201,31,57,57,0,330,136,194,0,0,0,0,0,0,133,133,0,0,0,0,10,10,0,5Y20,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72.02
101,53033007203,"Census Tract 72.03, King County, Washington",3319,2035,0,0,0,0,0,0,0,0,0,343,235,108,332,240,92,0,0,0,96,33,63,0,0,0,0,0,0,237,237,0,276,276,0,0,0,0,5Y20,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72.03
102,53033007301,"Census Tract 73.01, King County, Washington",2619,1685,185,172,13,0,0,0,19,19,0,0,0,0,250,215,35,34,34,0,351,168,183,0,0,0,0,0,0,68,68,0,14,14,0,13,0,13,5Y20,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73.01
103,53033007302,"Census Tract 73.02, King County, Washington",4231,2596,343,246,97,20,20,0,13,13,0,70,49,21,464,446,18,166,166,0,316,265,51,0,0,0,100,79,21,37,37,0,0,0,0,106,106,0,5Y20,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73.02
104,53033007303,"Census Tract 73.03, King County, Washington",2332,1587,43,43,0,0,0,0,60,31,29,27,27,0,179,179,0,35,35,0,184,161,23,0,0,0,0,0,0,217,217,0,0,0,0,0,0,0,5Y20,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73.03
105,53033007403,"Census Tract 74.03, King County, Washington",3071,2645,112,112,0,0,0,0,0,0,0,16,16,0,46,46,0,55,55,0,97,16,81,0,0,0,37,0,37,63,55,8,0,0,0,0,0,0,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.03
106,53033007404,"Census Tract 74.04, King County, Washington",2745,2328,92,92,0,44,24,20,0,0,0,0,0,0,137,122,15,0,0,0,58,58,0,0,0,0,54,54,0,21,21,0,11,11,0,0,0,0,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.04
107,53033007405,"Census Tract 74.05, King County, Washington",2814,2185,206,190,16,0,0,0,0,0,0,53,53,0,170,170,0,19,19,0,181,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.05
108,53033007406,"Census Tract 74.06, King County, Washington",2458,1892,72,72,0,45,30,15,0,0,0,0,0,0,73,73,0,63,0,63,149,149,0,42,42,0,0,0,0,21,21,0,0,0,0,101,101,0,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.06
109,53033007501,"Census Tract 75.01, King County, Washington",4214,4045,48,46,2,0,0,0,0,0,0,48,48,0,16,16,0,0,0,0,55,0,55,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.01
110,53033007502,"Census Tract 75.02, King County, Washington",2627,2520,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.02
111,53033007503,"Census Tract 75.03, King County, Washington",2222,1601,65,65,0,35,35,0,0,0,0,0,0,0,274,274,0,43,43,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,0,98,72,26,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.03
112,53033007600,"Census Tract 76, King County, Washington",4630,3897,281,63,218,0,0,0,0,0,0,51,0,51,112,72,40,0,0,0,24,18,6,148,98,50,0,0,0,105,105,0,12,12,0,0,0,0,5Y20,Seattle,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",76
113,53033007700,"Census Tract 77, King County, Washington",5348,4587,328,301,27,7,7,0,30,30,0,31,31,0,60,60,0,39,39,0,12,12,0,0,0,0,31,31,0,113,104,9,0,0,0,110,110,0,5Y20,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",77
114,53033007800,"Census Tract 78, King County, Washington",5974,5197,87,34,53,106,106,0,264,264,0,140,140,0,38,38,0,0,0,0,18,18,0,0,0,0,28,14,14,67,67,0,0,0,0,29,13,16,5Y20,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",78
115,53033007901,"Census Tract 79.01, King County, Washington",3050,2756,68,34,34,68,68,0,30,30,0,16,16,0,32,32,0,24,24,0,16,16,0,0,0,0,0,0,0,18,0,18,0,0,0,22,0,22,5Y20,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79.01
116,53033007902,"Census Tract 79.02, King County, Washington",3633,3059,92,62,30,48,48,0,0,0,0,0,0,0,67,67,0,0,0,0,62,46,16,0,0,0,0,0,0,156,74,82,75,75,0,74,18,56,5Y20,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79.02
117,53033008002,"Census Tract 80.02, King County, Washington",3924,3035,34,16,18,0,0,0,0,0,0,0,0,0,158,137,21,84,36,48,494,414,80,24,16,8,26,13,13,25,13,12,0,0,0,44,28,16,5Y20,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade",80.02
118,53033008003,"Census Tract 80.03, King County, Washington",4201,2903,55,55,0,136,32,104,46,46,0,34,0,34,405,378,27,27,27,0,421,383,38,0,0,0,66,66,0,108,108,0,0,0,0,0,0,0,5Y20,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade",80.03
119,53033008004,"Census Tract 80.04, King County, Washington",3307,2647,53,53,0,22,0,22,0,0,0,0,0,0,315,315,0,0,0,0,65,65,0,35,35,0,0,0,0,170,170,0,0,0,0,0,0,0,5Y20,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade",80.04
120,53033008101,"Census Tract 81.01, King County, Washington",2680,2028,220,182,38,0,0,0,20,20,0,20,0,20,110,110,0,0,0,0,213,63,150,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,5Y20,Seattle,13.2,13,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81.01
121,53033008102,"Census Tract 81.02, King County, Washington",2410,2060,118,100,18,31,31,0,0,0,0,28,17,11,27,27,0,30,0,30,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,103,67,36,5Y20,Seattle,13.2,13,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81.02
122,53033008200,"Census Tract 82, King County, Washington",4393,3190,141,108,33,0,0,0,0,0,0,0,0,0,135,92,43,128,113,15,371,229,142,0,0,0,34,34,0,394,358,36,0,0,0,0,0,0,5Y20,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",82
123,53033008300,"Census Tract 83, King County, Washington",3284,2323,112,28,84,48,48,0,54,54,0,32,22,10,312,211,101,90,38,52,168,55,113,0,0,0,0,0,0,92,92,0,36,36,0,17,17,0,5Y20,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",83
124,53033008401,"Census Tract 84.01, King County, Washington",2850,2087,142,40,102,16,0,16,155,155,0,48,0,48,28,28,0,15,0,15,178,101,77,0,0,0,0,0,0,25,25,0,0,0,0,156,72,84,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84.01
125,53033008402,"Census Tract 84.02, King County, Washington",2838,2216,212,212,0,63,63,0,114,114,0,66,66,0,23,23,0,16,11,5,83,83,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,5Y20,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84.02
126,53033008500,"Census Tract 85, King County, Washington",4335,3404,225,170,55,13,0,13,9,9,0,21,13,8,212,200,12,27,0,27,138,81,57,30,0,30,167,140,27,37,27,10,13,13,0,39,23,16,5Y20,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",85
127,53033008600,"Census Tract 86, King County, Washington",6728,5034,533,386,147,35,35,0,51,34,17,13,13,0,201,201,0,89,89,0,193,157,36,125,87,38,34,34,0,119,78,41,15,15,0,286,49,237,5Y20,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",86
128,53033008700,"Census Tract 87, King County, Washington",4512,4014,127,112,15,5,5,0,34,34,0,36,36,0,63,63,0,0,0,0,48,40,8,48,36,12,17,17,0,33,26,7,7,7,0,80,19,61,5Y20,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",87
129,53033008800,"Census Tract 88, King County, Washington",4278,3503,268,110,158,20,0,20,33,33,0,0,0,0,207,190,17,38,15,23,33,23,10,0,0,0,0,0,0,27,27,0,0,0,0,149,149,0,5Y20,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",88
130,53033008900,"Census Tract 89, King County, Washington",6150,4520,597,170,427,28,28,0,17,17,0,30,30,0,152,152,0,57,29,28,55,31,24,149,63,86,22,22,0,44,28,16,0,0,0,479,341,138,5Y20,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",89
131,53033009000,"Census Tract 90, King County, Washington",3496,2308,196,160,36,130,130,0,0,0,0,0,0,0,0,0,0,145,41,104,78,25,53,106,24,82,15,15,0,223,103,120,0,0,0,295,108,187,5Y20,Seattle,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90
132,53033009100,"Census Tract 91, King County, Washington",2813,1218,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,97,922,253,56,197,128,86,42,64,64,0,65,65,0,55,0,55,5Y20,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91
133,53033009200,"Census Tract 92, King County, Washington",2716,1996,80,80,0,8,8,0,21,21,0,35,18,17,8,8,0,61,31,30,459,98,361,20,20,0,0,0,0,13,13,0,0,0,0,15,5,10,5Y20,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92
134,53033009300,"Census Tract 93, King County, Washington",3038,2468,109,33,76,26,26,0,23,23,0,20,9,11,40,40,0,27,27,0,164,59,105,6,0,6,32,16,16,23,11,12,9,3,6,91,64,27,5Y20,Seattle,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93
135,53033009400,"Census Tract 94, King County, Washington",6865,3945,1037,440,597,0,0,0,0,0,0,0,0,0,100,85,15,0,0,0,964,348,616,173,30,143,122,70,52,82,82,0,0,0,0,442,307,135,5Y20,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94
136,53033009500,"Census Tract 95, King County, Washington",6725,5245,230,215,15,59,46,13,35,35,0,0,0,0,38,38,0,82,82,0,332,291,41,289,121,168,26,0,26,104,71,33,13,0,13,272,215,57,5Y20,Seattle,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95
137,53033009600,"Census Tract 96, King County, Washington",5628,5244,95,95,0,0,0,0,0,0,0,14,14,0,140,138,2,0,0,0,102,77,25,16,16,0,0,0,0,17,0,17,0,0,0,0,0,0,5Y20,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",96
138,53033009701,"Census Tract 97.01, King County, Washington",6180,4798,147,95,52,270,181,89,132,132,0,407,284,123,43,43,0,81,81,0,127,101,26,34,28,6,83,83,0,7,7,0,0,0,0,51,51,0,5Y20,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",97.01
139,53033009702,"Census Tract 97.02, King County, Washington",5298,4979,115,96,19,20,20,0,14,14,0,35,35,0,23,22,1,0,0,0,27,27,0,0,0,0,31,16,15,0,0,0,54,35,19,0,0,0,5Y20,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
140,53033009801,"Census Tract 98.01, King County, Washington",3458,3261,87,40,47,14,14,0,19,19,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,12,12,0,9,9,0,0,0,0,0,0,0,5Y20,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.01
141,53033009802,"Census Tract 98.02, King County, Washington",3673,3281,20,20,0,0,0,0,0,0,0,257,113,144,1,1,0,0,0,0,0,0,0,33,33,0,0,0,0,57,39,18,24,24,0,0,0,0,5Y20,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.02
142,53033009900,"Census Tract 99, King County, Washington",5759,4512,537,371,166,11,11,0,0,0,0,0,0,0,72,59,13,205,73,132,60,60,0,21,0,21,4,4,0,29,0,29,141,56,85,167,167,0,5Y20,Seattle,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99
143,53033010001,"Census Tract 100.01, King County, Washington",4267,2172,183,154,29,21,21,0,11,11,0,0,0,0,42,42,0,0,0,0,319,69,250,213,74,139,259,163,96,39,27,12,24,0,24,984,665,319,5Y20,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
144,53033010002,"Census Tract 100.02, King County, Washington",4836,3311,446,129,317,0,0,0,15,15,0,10,10,0,7,7,0,36,18,18,513,200,313,106,15,91,101,94,7,291,112,179,0,0,0,0,0,0,5Y20,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
145,53033010101,"Census Tract 101.01, King County, Washington",4259,2626,364,114,250,46,46,0,27,27,0,4,4,0,32,13,19,0,0,0,186,69,117,246,25,221,248,127,121,226,165,61,24,24,0,230,56,174,5Y20,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.01
146,53033010102,"Census Tract 101.02, King County, Washington",3890,3244,118,95,23,22,22,0,29,29,0,0,0,0,67,35,32,0,0,0,20,20,0,133,53,80,112,73,39,11,11,0,0,0,0,134,79,55,5Y20,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.02
147,53033010200,"Census Tract 102, King County, Washington",4654,3617,254,226,28,8,8,0,0,0,0,31,31,0,61,51,10,0,0,0,81,47,34,281,153,128,157,113,44,46,46,0,0,0,0,118,71,47,5Y20,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",102
148,53033010301,"Census Tract 103.01, King County, Washington",3903,2643,13,13,0,81,81,0,0,0,0,0,0,0,33,33,0,0,0,0,158,55,103,196,114,82,43,12,31,91,40,51,0,0,0,645,243,402,5Y20,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.01
149,53033010302,"Census Tract 103.02, King County, Washington",2786,2354,105,40,65,15,15,0,26,26,0,88,88,0,31,31,0,0,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,5Y20,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.02
150,53033010401,"Census Tract 104.01, King County, Washington",4190,1727,420,132,288,26,26,0,0,0,0,0,0,0,9,5,4,0,0,0,1147,265,882,170,46,124,136,38,98,168,92,76,92,92,0,295,118,177,5Y20,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.01
151,53033010402,"Census Tract 104.02, King County, Washington",4674,2362,265,39,226,15,15,0,11,11,0,18,18,0,25,7,18,11,0,11,794,204,590,256,87,169,580,435,145,272,123,149,0,0,0,65,31,34,5Y20,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.02
152,53033010501,"Census Tract 105.01, King County, Washington",3760,3176,110,76,34,41,41,0,172,172,0,32,32,0,0,0,0,90,26,64,16,0,16,0,0,0,0,0,0,82,82,0,0,0,0,41,41,0,5Y20,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.01
153,53033010502,"Census Tract 105.02, King County, Washington",5282,4628,401,401,0,38,38,0,0,0,0,19,0,19,24,24,0,15,15,0,42,42,0,0,0,0,0,0,0,74,74,0,0,0,0,41,41,0,5Y20,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.02
154,53033010601,"Census Tract 106.01, King County, Washington",4060,3609,280,114,166,12,0,12,32,13,19,26,26,0,21,0,21,19,9,10,0,0,0,19,10,9,27,27,0,15,15,0,0,0,0,0,0,0,5Y20,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.01
155,53033010602,"Census Tract 106.02, King County, Washington",3998,3700,20,20,0,0,0,0,45,45,0,42,30,12,0,0,0,0,0,0,23,23,0,18,18,0,37,0,37,70,35,35,0,0,0,43,43,0,5Y20,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.02
156,53033010701,"Census Tract 107.01, King County, Washington",3878,2974,142,88,54,0,0,0,8,8,0,0,0,0,0,0,0,50,7,43,85,67,18,108,48,60,29,21,8,124,68,56,0,0,0,358,254,104,5Y20,Seattle,2.2,2,High Point,"High Point, Delridge",107.01
157,53033010702,"Census Tract 107.02, King County, Washington",4368,2404,142,54,88,9,9,0,0,0,0,0,0,0,168,112,56,28,10,18,49,49,0,167,29,138,0,0,0,106,71,35,148,130,18,1147,723,424,5Y20,Seattle,2.2,2,High Point,"High Point, Delridge",107.02
158,53033010800,"Census Tract 108, King County, Washington",4763,3851,159,105,54,7,7,0,0,0,0,33,8,25,79,79,0,29,20,9,81,42,39,272,125,147,49,32,17,104,63,41,0,0,0,99,99,0,5Y20,Seattle,2.3,2,Riverview,"Riverview, Delridge",108
159,53033010900,"Census Tract 109, King County, Washington",1005,885,55,41,14,0,0,0,0,0,0,19,0,19,10,10,0,0,0,0,19,19,0,0,0,0,0,0,0,17,12,5,0,0,0,0,0,0,5Y20,Seattle,3.2,3,Georgetown,Georgetown,109
160,53033011001,"Census Tract 110.01, King County, Washington",5114,2076,124,98,26,0,0,0,11,11,0,53,22,31,9,0,9,0,0,0,546,161,385,882,313,569,90,58,32,108,48,60,102,0,102,1113,540,573,5Y20,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
161,53033011002,"Census Tract 110.02, King County, Washington",4092,1593,70,45,25,0,0,0,0,0,0,15,15,0,16,16,0,0,0,0,1318,350,968,324,106,218,133,123,10,31,0,31,0,0,0,592,347,245,5Y20,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
162,53033011101,"Census Tract 111.01, King County, Washington",5009,2481,158,158,0,0,0,0,30,30,0,0,0,0,176,112,64,0,0,0,143,19,124,972,269,703,333,192,141,188,88,100,106,0,106,422,308,114,5Y20,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
163,53033011102,"Census Tract 111.02, King County, Washington",5218,3953,302,88,214,12,0,12,0,0,0,6,0,6,25,11,14,0,0,0,138,57,81,146,85,61,385,125,260,63,28,35,5,0,5,183,148,35,5Y20,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",111.02
164,53033011200,"Census Tract 112, King County, Washington",3589,2182,570,156,414,0,0,0,9,0,9,0,0,0,165,32,133,1,0,1,150,71,79,260,80,180,85,80,5,115,30,85,0,0,0,52,8,44,5Y20,Seattle,3.1,3,South Park,South Park,112
165,53033011300,"Census Tract 113, King County, Washington",6244,4808,678,295,383,1,1,0,15,15,0,17,0,17,32,32,0,32,17,15,86,56,30,185,95,90,271,136,135,119,95,24,0,0,0,0,0,0,5Y20,Seattle,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113
166,53033011401,"Census Tract 114.01, King County, Washington",4770,3540,323,185,138,19,19,0,31,19,12,23,23,0,84,65,19,21,21,0,69,37,32,421,316,105,126,99,27,60,39,21,33,25,8,20,15,5,5Y20,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
167,53033011402,"Census Tract 114.02, King County, Washington",4057,2458,828,277,551,9,9,0,4,4,0,0,0,0,11,11,0,73,0,73,30,30,0,136,70,66,213,184,29,131,64,67,10,10,0,154,58,96,5Y20,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
168,53033011500,"Census Tract 115, King County, Washington",4264,3831,139,67,72,62,53,9,54,54,0,26,10,16,12,12,0,51,0,51,0,0,0,31,9,22,13,0,13,45,45,0,0,0,0,0,0,0,5Y20,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115
169,53033011601,"Census Tract 116.01, King County, Washington",3126,2892,162,119,43,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,6,0,6,0,0,0,16,16,0,0,0,0,15,15,0,5Y20,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.01
170,53033011602,"Census Tract 116.02, King County, Washington",3520,3248,123,90,33,16,0,16,15,0,15,55,42,13,0,0,0,15,15,0,0,0,0,42,27,15,0,0,0,6,0,6,0,0,0,0,0,0,5Y20,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.02
171,53033011700,"Census Tract 117, King County, Washington",5339,2659,150,94,56,2,2,0,25,25,0,0,0,0,24,16,8,0,0,0,956,412,544,628,175,453,324,199,125,399,175,224,15,0,15,157,70,87,5Y20,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117
